fitness,test_fitness,seed,benchmark_name,genotype,phenotype,prods
12,,9,santafe,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), no_food=Move()), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Right()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=Move())), Move(), Left(), Left(), IfFood(yes_food=Right(), no_food=Move()), Left(), Move(), Move(), Move(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Move(), Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right()])","ActionBlock(actions=[IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), no_food=Move()), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Right()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=Move())), Move(), Left(), Left(), IfFood(yes_food=Right(), no_food=Move()), Left(), Move(), Move(), Move(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Move(), Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6,,12,santafe,"ActionBlock(actions=[Move(), Move(), Move(), IfFood(yes_food=Move(), no_food=Left()), Right(), Right(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=Right()), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Left())), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Left()), no_food=Move()), Left(), Right(), Left(), Move(), Left(), Move(), Right(), Right(), Move(), Move(), IfFood(yes_food=Right(), no_food=Right())])","ActionBlock(actions=[Move(), Move(), Move(), IfFood(yes_food=Move(), no_food=Left()), Right(), Right(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=Right()), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Left())), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Left()), no_food=Move()), Left(), Right(), Left(), Move(), Left(), Move(), Right(), Right(), Move(), Move(), IfFood(yes_food=Right(), no_food=Right())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7,,5,santafe,"ActionBlock(actions=[Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Right(), no_food=Move()), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Left(), Right(), Right(), Right(), Right(), Move(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Right(), Move(), Move(), Left(), Move(), Left(), Right(), IfFood(yes_food=Right(), no_food=Move()), Right()])","ActionBlock(actions=[Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Right(), no_food=Move()), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Left(), Right(), Right(), Right(), Right(), Move(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Right(), Move(), Move(), Left(), Move(), Left(), Right(), IfFood(yes_food=Right(), no_food=Move()), Right()])","{<class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0}"
9,,14,santafe,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Right()), IfFood(yes_food=Move(), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=Right()), Move(), Move(), Left(), Move(), Left(), Right(), Right(), Right(), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Right(), Left(), Left(), Left()])","ActionBlock(actions=[IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Right()), IfFood(yes_food=Move(), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=Right()), Move(), Move(), Left(), Move(), Left(), Right(), Right(), Right(), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Right(), Left(), Left(), Left()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
10,,13,santafe,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=Move()), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), Right(), IfFood(yes_food=Move(), no_food=Left()), Move(), Right(), Left(), Move(), Move(), Left(), Left(), Right(), Left(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Left(), no_food=Move())), Right(), Left(), Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Left()), Left(), Move(), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=Right()), Right(), Move()])","ActionBlock(actions=[IfFood(yes_food=Move(), no_food=Move()), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), Right(), IfFood(yes_food=Move(), no_food=Left()), Move(), Right(), Left(), Move(), Move(), Left(), Left(), Right(), Left(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Left(), no_food=Move())), Right(), Left(), Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Left()), Left(), Move(), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=Right()), Right(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8,,16,santafe,"ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Left()), Move(), Right(), Move(), Move(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right()), Right(), Move(), Left(), Move(), Move(), Move(), Right(), Right(), Right(), Left(), Right(), IfFood(yes_food=Right(), no_food=Move()), Right(), Move(), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right())), Right(), Right(), Left(), Move(), Move(), Right()])","ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Left()), Move(), Right(), Move(), Move(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right()), Right(), Move(), Left(), Move(), Move(), Move(), Right(), Right(), Right(), Left(), Right(), IfFood(yes_food=Right(), no_food=Move()), Right(), Move(), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right())), Right(), Right(), Left(), Move(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9,,15,santafe,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7,,17,santafe,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Left()))), Move(), Move(), Right(), Right(), Left(), Move(), Left(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), IfFood(yes_food=Right(), no_food=Left()), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), Left(), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), IfFood(yes_food=Move(), no_food=Left()), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Move()), Move()])","ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Left()))), Move(), Move(), Right(), Right(), Left(), Move(), Left(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), IfFood(yes_food=Right(), no_food=Left()), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), Left(), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), IfFood(yes_food=Move(), no_food=Left()), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Move()), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7,,22,santafe,"ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Left()), Left(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Move())), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Left(), no_food=Left()), Move(), IfFood(yes_food=Left(), no_food=Left()), Left(), Right(), Move(), Left(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Move())), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Right())), no_food=Move())), Move(), Move()])","ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Left()), Left(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Move())), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Left(), no_food=Left()), Move(), IfFood(yes_food=Left(), no_food=Left()), Left(), Right(), Move(), Left(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Move())), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Right())), no_food=Move())), Move(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9,,18,santafe,"ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Right(), Right(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right())), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left())), Right(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Move(), Left(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), IfFood(yes_food=Move(), no_food=Right())])","ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Right(), Right(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right())), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left())), Right(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Move(), Left(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), IfFood(yes_food=Move(), no_food=Right())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8,,21,santafe,"ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Left())), no_food=IfFood(yes_food=Right(), no_food=Left())))), Left(), IfFood(yes_food=Move(), no_food=Right()), Left(), Right(), Right(), Left(), IfFood(yes_food=Right(), no_food=Right()), Right(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=Right()), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Left(), Move(), IfFood(yes_food=Left(), no_food=Move()), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Right()), Left(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Right())), Move(), Move(), Move()])","ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Left())), no_food=IfFood(yes_food=Right(), no_food=Left())))), Left(), IfFood(yes_food=Move(), no_food=Right()), Left(), Right(), Right(), Left(), IfFood(yes_food=Right(), no_food=Right()), Right(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=Right()), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Left(), Move(), IfFood(yes_food=Left(), no_food=Move()), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Right()), Left(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Right())), Move(), Move(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9,,19,santafe,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Right()), Left(), Move(), Move(), Move(), Left(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Right(), no_food=Left()), Move(), Right(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), IfFood(yes_food=Move(), no_food=Left()), Right(), Left(), Right(), Right(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), Move(), Left(), IfFood(yes_food=Left(), no_food=Left())])","ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Right()), Left(), Move(), Move(), Move(), Left(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Right(), no_food=Left()), Move(), Right(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), IfFood(yes_food=Move(), no_food=Left()), Right(), Left(), Right(), Right(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), Move(), Left(), IfFood(yes_food=Left(), no_food=Left())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
8,,24,santafe,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), Right(), Right(), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Left())), Move(), Move(), Move(), Right(), Move(), IfFood(yes_food=Right(), no_food=Right()), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=Left()), Right(), Right(), Move(), Left(), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=Left()), Right()])","ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), Right(), Right(), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Left())), Move(), Move(), Move(), Right(), Move(), IfFood(yes_food=Right(), no_food=Right()), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=Left()), Right(), Right(), Move(), Left(), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=Left()), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7,,25,santafe,"ActionBlock(actions=[Left(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Right())), IfFood(yes_food=Right(), no_food=Move()), IfFood(yes_food=Left(), no_food=Right()), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right())), no_food=Left())), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), Move(), Right(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=Move()), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Right())), Move(), Right(), Move(), Right()])","ActionBlock(actions=[Left(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Right())), IfFood(yes_food=Right(), no_food=Move()), IfFood(yes_food=Left(), no_food=Right()), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right())), no_food=Left())), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), Move(), Right(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Left()), no_food=Move()), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Right())), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0}"
10,,20,santafe,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Move()), Right(), Right(), Left(), Move(), Move(), Right(), Right(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), Move(), Right(), Right(), Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Move()), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Move(), Move(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Left())), IfFood(yes_food=Right(), no_food=Right()), Move(), Left()])","ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Move()), Right(), Right(), Left(), Move(), Move(), Right(), Right(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), Move(), Right(), Right(), Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Move()), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Move(), Move(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Left())), IfFood(yes_food=Right(), no_food=Right()), Move(), Left()])","{<class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0}"
8,,23,santafe,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
