Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
2.0,3,10,1,0.06512832641601562,18,"ActionBlock(actions=[Left(), IfFood(yes_food=Right(), no_food=Right()), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Left(), no_food=Left()), Right(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Move()), Right(), Right(), IfFood(yes_food=Move(), no_food=Left()), Right(), Left(), IfFood(yes_food=Right(), no_food=Right()), Right(), Left(), IfFood(yes_food=Right(), no_food=Left()), Move(), Left(), Right(), Left(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
3.0,4,9,2,0.10772418975830078,18,"ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Right())), IfFood(yes_food=Left(), no_food=Right()), Right(), IfFood(yes_food=Right(), no_food=Move()), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right()), Left(), Left(), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Move(), Move(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,2,3,3,0.14674830436706543,18,"ActionBlock(actions=[Left(), Left(), Left(), Left(), Right(), Right(), Right(), Right(), Move(), Move(), Left(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,2,3,4,0.19826412200927734,18,"ActionBlock(actions=[Left(), Left(), Left(), Left(), Right(), Right(), Right(), Right(), Move(), Move(), Left(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,2,3,5,0.29343509674072266,18,"ActionBlock(actions=[Left(), Left(), Left(), Left(), Right(), Right(), Right(), Right(), Move(), Move(), Left(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,2,3,6,0.37036991119384766,18,"ActionBlock(actions=[Left(), Left(), Left(), Left(), Right(), Right(), Right(), Right(), Move(), Move(), Left(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,2,3,7,0.42682361602783203,18,"ActionBlock(actions=[Left(), Left(), Left(), Left(), Right(), Right(), Right(), Right(), Move(), Move(), Left(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,17,8,0.4793100357055664,18,"ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Right(), Right(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right())), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left())), Right(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Right(), no_food=Move()), Right(), Move(), Move(), Move(), Left(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,17,9,0.5307972431182861,18,"ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Right(), Right(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right())), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left())), Right(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Right(), no_food=Move()), Right(), Move(), Move(), Move(), Left(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,17,10,0.5869693756103516,18,"ActionBlock(actions=[Move(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Right(), Right(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left())), no_food=Right())), Move(), Right(), Left(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left())), Right(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Right(), no_food=Move()), Right(), Move(), Move(), Move(), Left(), IfFood(yes_food=Left(), no_food=Move()), Right(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
