Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
7.0,5,15,1,0.07218003273010254,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,2,0.1242072582244873,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,3,0.17153692245483398,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,4,0.22948026657104492,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,5,0.26634764671325684,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,6,0.3112359046936035,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,7,0.35312771797180176,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,8,0.3907005786895752,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,9,0.43356752395629883,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
7.0,5,15,10,0.47721242904663086,23,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), Right(), Move(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Left(), Move(), IfFood(yes_food=Move(), no_food=Move()), Right(), Right(), Right(), Move(), Move(), Left(), Left(), Move(), Left(), Right(), Right(), Move(), Move(), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Left()), no_food=Move()), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Move())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
