Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
3.0,3,4,1,0.0588686466217041,29,"ActionBlock(actions=[Right(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Move()), Left(), Move(), Move(), Move(), Move(), Left(), Right(), Move(), Left(), IfFood(yes_food=Move(), no_food=Left())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
3.0,3,4,2,0.10667705535888672,29,"ActionBlock(actions=[Right(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Move()), Left(), Move(), Move(), Move(), Move(), Left(), Right(), Move(), Left(), IfFood(yes_food=Move(), no_food=Left())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,2,3,3,0.1531507968902588,29,"ActionBlock(actions=[Move(), Left(), Right(), IfFood(yes_food=Move(), no_food=Right()), Right(), Left(), Left(), Right(), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,2,3,4,0.23187804222106934,29,"ActionBlock(actions=[Move(), Left(), Right(), IfFood(yes_food=Move(), no_food=Right()), Right(), Left(), Left(), Right(), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,5,0.2929558753967285,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,6,0.35324931144714355,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,7,0.388700008392334,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,8,0.44222331047058105,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,9,0.48047780990600586,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,10,0.5207569599151611,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,11,0.5859479904174805,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,7,15,12,0.6580214500427246,29,"ActionBlock(actions=[IfFood(yes_food=Left(), no_food=Left()), Right(), Move(), Left(), Right(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=Move()), no_food=Move())), no_food=Left()), Right(), IfFood(yes_food=Right(), no_food=Right()), IfFood(yes_food=Right(), no_food=Right()), Move(), Move(), Left(), Move(), Right(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Left()))), no_food=Left()), Right(), Left(), Move(), Right(), Right(), Right(), Left(), Left(), Move(), Left()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
