Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
7.0,3,3,1,0.05854511260986328,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,2,0.11136102676391602,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,3,0.21725988388061523,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,4,0.2868523597717285,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,5,0.3538243770599365,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,6,0.44600486755371094,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,7,0.5230374336242676,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,8,0.5938444137573242,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,9,0.6565802097320557,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,3,3,10,0.722769021987915,26,"ActionBlock(actions=[IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Left(), Right(), Move(), Left(), Right(), Right(), Left(), Right(), Move(), Move(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
