Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
3.0,3,3,1,0.046407222747802734,24,"ActionBlock(actions=[Move(), Move(), Right(), Left(), Move(), Move(), Move(), Move(), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Move()), no_food=Left())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
3.0,3,3,2,0.14544248580932617,24,"ActionBlock(actions=[Move(), Move(), Right(), Left(), Move(), Move(), Move(), Move(), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Move()), no_food=Left())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,3,7,3,0.1953277587890625,24,"ActionBlock(actions=[Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), Move(), Right(), IfFood(yes_food=Left(), no_food=Move()), Left(), Right(), Left(), Move(), Right(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Move(), Move(), Left(), Left(), Right(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Right()), Right(), Right(), IfFood(yes_food=Move(), no_food=Right())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,3,7,4,0.27097487449645996,24,"ActionBlock(actions=[Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), Move(), Right(), IfFood(yes_food=Left(), no_food=Move()), Left(), Right(), Left(), Move(), Right(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Move(), Move(), Left(), Left(), Right(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Right()), Right(), Right(), IfFood(yes_food=Move(), no_food=Right())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,3,7,5,0.31423425674438477,24,"ActionBlock(actions=[Left(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Move()), Move(), Right(), IfFood(yes_food=Left(), no_food=Move()), Left(), Right(), Left(), Move(), Right(), Right(), IfFood(yes_food=Left(), no_food=Left()), Left(), Move(), Move(), Left(), Left(), Right(), Right(), Move(), Right(), IfFood(yes_food=Left(), no_food=Right()), Right(), Right(), IfFood(yes_food=Move(), no_food=Right())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,17,6,0.39286136627197266,24,"ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Left()), Left(), IfFood(yes_food=Right(), no_food=Move()), Right(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right()))), no_food=Move()), Left(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Right())), Right(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Left()), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), Left(), IfFood(yes_food=Right(), no_food=Left()), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Right(), no_food=Right())))), Left(), Left(), Left(), Move(), Move(), Left(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,10,7,0.45754241943359375,24,"ActionBlock(actions=[Left(), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right()))), no_food=Left()), Left(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), Move(), Right(), Right(), Right(), Left(), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Move(), no_food=Left())), Left(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,10,8,0.5056381225585938,24,"ActionBlock(actions=[Left(), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right()))), no_food=Left()), Left(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), Move(), Right(), Right(), Right(), Left(), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Move(), no_food=Left())), Left(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,10,9,0.56101393699646,24,"ActionBlock(actions=[Left(), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right()))), no_food=Left()), Left(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), Move(), Right(), Right(), Right(), Left(), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Move(), no_food=Left())), Left(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,10,10,0.604215145111084,24,"ActionBlock(actions=[Left(), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right()))), no_food=Left()), Left(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), Right(), Right(), Right(), Left(), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Move(), no_food=Left())), Left(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,10,11,0.645758867263794,24,"ActionBlock(actions=[Left(), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=IfFood(yes_food=Right(), no_food=Right()))), no_food=Left()), Left(), Right(), Left(), IfFood(yes_food=Move(), no_food=Left()), Right(), Right(), Right(), Left(), Move(), IfFood(yes_food=Move(), no_food=Right()), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=Move(), no_food=Left())), Left(), Move(), Move(), Right(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,5,17,12,0.7372109889984131,24,"ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Left()), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=Right(), no_food=Move()), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Move()), no_food=Left()), Right(), Right(), Left(), Right(), Right(), Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Move()))), no_food=Right()), IfFood(yes_food=Move(), no_food=Right()), Right(), Right(), Left(), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), Move(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,5,17,13,0.7800590991973877,24,"ActionBlock(actions=[IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Left()), Right(), IfFood(yes_food=Move(), no_food=Move()), IfFood(yes_food=Right(), no_food=Move()), Left(), IfFood(yes_food=IfFood(yes_food=Left(), no_food=Move()), no_food=Left()), Right(), Right(), Left(), Right(), Right(), Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Left(), no_food=Move())), no_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Move()))), no_food=Right()), IfFood(yes_food=Move(), no_food=Right()), Right(), Right(), Left(), Left(), Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=Right()), Move(), Move()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
