Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
3.0,3,7,1,0.05746006965637207,14,"ActionBlock(actions=[Right(), Move(), Move(), Right(), IfFood(yes_food=Left(), no_food=Left()), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Right()), no_food=Left()), Left(), Right(), IfFood(yes_food=Right(), no_food=Move()), Move(), Move(), Left(), Left(), Move(), Move(), Left(), Move(), Move(), Left(), Move(), Move(), Right(), Left(), Left(), IfFood(yes_food=Move(), no_food=Right()), IfFood(yes_food=Move(), no_food=Right())])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,2,0.11156249046325684,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,3,0.14914608001708984,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,4,0.18661808967590332,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,5,0.24295449256896973,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,6,0.2851722240447998,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,7,0.32824277877807617,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,8,0.36472415924072266,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,9,0.4152040481567383,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,10,0.46154117584228516,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,11,0.5025763511657715,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,12,0.554100513458252,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
5.0,7,14,13,0.6004164218902588,14,"ActionBlock(actions=[Left(), Right(), IfFood(yes_food=Move(), no_food=Move()), Left(), IfFood(yes_food=Left(), no_food=Move()), Left(), Left(), Right(), Left(), Right(), Right(), Right(), IfFood(yes_food=Left(), no_food=Move()), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=IfFood(yes_food=Right(), no_food=IfFood(yes_food=Left(), no_food=Right())), no_food=Move()), no_food=Right()), no_food=Move())), IfFood(yes_food=Left(), no_food=Right()), Right(), Move(), Left(), Left(), Move(), Move(), Move(), Right(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), Right(), Move(), Right()])","{<class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0}"
