Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
5.0,3,3,1,0.1419835090637207,8,"ActionBlock(actions=[Move(), Right(), Right(), Right(), Right(), Move(), Right(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Left()), Move(), Left(), Right(), Left(), Left(), Right(), Left(), Left(), Move(), Move(), Right(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,3,3,2,0.22075200080871582,8,"ActionBlock(actions=[Move(), Right(), Right(), Right(), Right(), Move(), Right(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Left()), Move(), Left(), Right(), Left(), Left(), Right(), Left(), Left(), Move(), Move(), Right(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,3,3,3,0.2793252468109131,8,"ActionBlock(actions=[Move(), Right(), Right(), Right(), Right(), Move(), Right(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Left()), no_food=Left()), Move(), Left(), Right(), Left(), Left(), Right(), Left(), Left(), Move(), Move(), Right(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,4,0.34633469581604004,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,5,0.40123629570007324,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,6,0.4482252597808838,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,7,0.49007248878479004,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,8,0.530536413192749,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,9,0.567826509475708,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,10,0.6228575706481934,8,"ActionBlock(actions=[Left(), Right(), Move(), IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=Left()), no_food=Right()))), IfFood(yes_food=IfFood(yes_food=Left(), no_food=IfFood(yes_food=Right(), no_food=Move())), no_food=Left()), Right(), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), IfFood(yes_food=Move(), no_food=Left()), Right(), Move(), IfFood(yes_food=Move(), no_food=Left()), Move(), Left(), IfFood(yes_food=IfFood(yes_food=Right(), no_food=Right()), no_food=IfFood(yes_food=Left(), no_food=Right())), Move(), Move(), Left(), Move(), Move(), Left(), IfFood(yes_food=Right(), no_food=Move())])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
